,park_name,scientific_name,common_names,category,observations,genus,conservation_status
11743,Yellowstone National Park,Agrimonia microcarpa,Smallfruit Agrimony,Vascular Plant,254,Agrimonia,
11744,Yellowstone National Park,Agrimonia parviflora,Small-Flower Groovebur,Vascular Plant,232,Agrimonia,
11745,Yellowstone National Park,Agrimonia pubescens,Hairy Agrimony,Vascular Plant,238,Agrimonia,
11746,Yellowstone National Park,Agrimonia rostellata,Beaked Agrimony,Vascular Plant,249,Agrimonia,
11747,Yellowstone National Park,Agrostemma githago,Common Corncockle,Vascular Plant,260,Agrostemma,
11748,Yellowstone National Park,Agrostis capillaris,Colonial Bent,Vascular Plant,508,Agrostis,
11749,Yellowstone National Park,Agrostis capillaris,Rhode Island Bent,Vascular Plant,508,Agrostis,
11750,Yellowstone National Park,Agrostis elliottiana,Elliott Bentgrass,Vascular Plant,235,Agrostis,
11751,Yellowstone National Park,Agrostis exarata,Spike Bentgrass,Vascular Plant,241,Agrostis,
11752,Yellowstone National Park,Agrostis gigantea,Black Bent,Vascular Plant,488,Agrostis,
11753,Yellowstone National Park,Agrostis gigantea,Redtop,Vascular Plant,488,Agrostis,
11754,Yellowstone National Park,Agrostis humilis,Alpine Bentgrass,Vascular Plant,250,Agrostis,
11755,Yellowstone National Park,Agrostis hyemalis,Hairgrass,Vascular Plant,255,Agrostis,
11756,Yellowstone National Park,Agrostis idahoensis,Idaho Bentgrass,Vascular Plant,249,Agrostis,
11757,Yellowstone National Park,Agrostis mertensii,Arctic Bentgrass,Vascular Plant,522,Agrostis,
11758,Yellowstone National Park,Agrostis mertensii,Northern Agrostis,Vascular Plant,522,Agrostis,
11759,Yellowstone National Park,Agrostis oregonensis,Oregon Bentgrass,Vascular Plant,300,Agrostis,
11760,Yellowstone National Park,Agrostis pallens,Seashore Bentgrass,Vascular Plant,240,Agrostis,
11761,Yellowstone National Park,Agrostis perennans,Perenial Bentgrass,Vascular Plant,236,Agrostis,
11762,Yellowstone National Park,Agrostis rossiae,Mountain Bentgrass,Vascular Plant,250,Agrostis,
11763,Yellowstone National Park,Agrostis scabra,Rough Bent,Vascular Plant,500,Agrostis,
11764,Yellowstone National Park,Agrostis scabra,Rough Bentgrass,Vascular Plant,500,Agrostis,
11765,Yellowstone National Park,Agrostis scabra var. scabra,Rough Bentgrass,Vascular Plant,260,Agrostis,
11766,Yellowstone National Park,Agrostis stolonifera,Carpet Bentgrass,Vascular Plant,550,Agrostis,
11767,Yellowstone National Park,Agrostis stolonifera,Creeping Bentgrass,Vascular Plant,550,Agrostis,
11768,Yellowstone National Park,Agrostis thurberiana,Thurber's Bentgrass,Vascular Plant,244,Agrostis,
11769,Yellowstone National Park,Agrostis variabilis,Mountain Bentgrass,Vascular Plant,510,Agrostis,
11770,Yellowstone National Park,Agrostis variabilis,Mountain Bentgrass,Vascular Plant,510,Agrostis,
11771,Yellowstone National Park,Ailanthus altissima,Tree-Of-Heaven,Vascular Plant,273,Ailanthus,
11772,Yellowstone National Park,Aimophila aestivalis,Bachman's Sparrow,Bird,228,Aimophila,
11773,Yellowstone National Park,Aimophila ruficeps,Rufous-Crowned Sparrow,Bird,238,Aimophila,
11774,Yellowstone National Park,Aira caryophyllea,Silver Hairgrass,Vascular Plant,222,Aira,
11775,Yellowstone National Park,Aix sponsa,Wood Duck,Bird,278,Aix,
11776,Yellowstone National Park,Ajuga reptans,Bugleweed,Vascular Plant,226,Ajuga,
11777,Yellowstone National Park,Albizia julibrissin,Mimosa,Vascular Plant,243,Albizia,
11778,Yellowstone National Park,Alcea rosea,Hollyhock,Vascular Plant,291,Alcea,
11779,Yellowstone National Park,Alces alces,Eurasian Elk,Mammal,197,Alces,
11780,Yellowstone National Park,Alces alces shirasi,Yellowstone Moose,Mammal,245,Alces,
11781,Yellowstone National Park,Alectoris chukar,Chukar,Bird,534,Alectoris,
11782,Yellowstone National Park,Alectoris chukar,Chukar,Bird,534,Alectoris,
11783,Yellowstone National Park,Aletris farinosa,Colic Root,Vascular Plant,216,Aletris,
11784,Yellowstone National Park,Alisma plantago-aquatica,American Waterplantain,Vascular Plant,290,Alisma,
11785,Yellowstone National Park,Alisma subcordatum,Water-Plantain,Vascular Plant,226,Alisma,
11786,Yellowstone National Park,Alisma triviale,Northern Water Plantain,Vascular Plant,273,Alisma,
11787,Yellowstone National Park,Alliaria petiolata,Garlic Mustard,Vascular Plant,240,Alliaria,
11788,Yellowstone National Park,Allium ampeloprasum,Garlic,Vascular Plant,244,Allium,
11789,Yellowstone National Park,Allium amplectens,Narrowleaf Onion,Vascular Plant,239,Allium,
11790,Yellowstone National Park,Allium bisceptrum var. bisceptrum,Twincrest Onion,Vascular Plant,276,Allium,
11791,Yellowstone National Park,Allium brandegeei,Brandegee's Onion,Vascular Plant,239,Allium,
11792,Yellowstone National Park,Allium brevistylum,Shortstyle Onion,Vascular Plant,263,Allium,
11793,Yellowstone National Park,Allium burdickii,White-Stemmed Ramps,Vascular Plant,223,Allium,
11794,Yellowstone National Park,Allium campanulatum,Dusky Onion,Vascular Plant,234,Allium,
11795,Yellowstone National Park,Allium canadense,Meadow Onion,Vascular Plant,266,Allium,
11796,Yellowstone National Park,Allium cernuum,Nodding Onion,Vascular Plant,236,Allium,
11797,Yellowstone National Park,Allium cernuum var. cernuum,Nodding Onion,Vascular Plant,225,Allium,
11798,Yellowstone National Park,Allium geyeri var. tenerum,Bulbil Onion,Vascular Plant,237,Allium,
11799,Yellowstone National Park,Allium hyalinum,Glassy Onion,Vascular Plant,245,Allium,
11800,Yellowstone National Park,Allium obtusum,Red Sierra Onion,Vascular Plant,230,Allium,
11801,Yellowstone National Park,Allium obtusum var. conspicuum,Red Sierra Onion,Vascular Plant,244,Allium,
11802,Yellowstone National Park,Allium obtusum var. obtusum,Red Sierra Onion,Vascular Plant,262,Allium,
11803,Yellowstone National Park,Allium schoenoprasum,Wild Chive,Vascular Plant,248,Allium,
11804,Yellowstone National Park,Allium textile,Prairie Onion,Vascular Plant,260,Allium,
11805,Yellowstone National Park,Allium tribracteatum,Threebract Onion,Vascular Plant,230,Allium,
11806,Yellowstone National Park,Allium tricoccum,Ramps,Vascular Plant,300,Allium,
11807,Yellowstone National Park,Allium validum,Pacific Onion,Vascular Plant,227,Allium,
11808,Yellowstone National Park,Allium vineale,Field Garlic,Vascular Plant,258,Allium,
11809,Yellowstone National Park,Allium yosemitense,Yosemite Onion,Vascular Plant,226,Allium,
11810,Yellowstone National Park,Allophyllum divaricatum,Purple False Gilyflower,Vascular Plant,205,Allophyllum,
11811,Yellowstone National Park,Allophyllum gilioides ssp. gilioides,Dense False Gilia,Vascular Plant,231,Allophyllum,
11812,Yellowstone National Park,Allophyllum gilioides ssp. violaceum,Dense False Gilia,Vascular Plant,275,Allophyllum,
11813,Yellowstone National Park,Allophyllum integrifolium,Mountain False Gilia,Vascular Plant,266,Allophyllum,
11814,Yellowstone National Park,Allotropa virgata,Sugarstick,Vascular Plant,226,Allotropa,
11815,Yellowstone National Park,Alnus incana ssp. tenuifolia,Mountain Alder,Vascular Plant,231,Alnus,
11816,Yellowstone National Park,Alnus rhombifolia,Rhombie Leaf Alder,Vascular Plant,228,Alnus,
11817,Yellowstone National Park,Alnus serrulata,Brook-Side Alder,Vascular Plant,234,Alnus,
11818,Yellowstone National Park,Alopecurus aequalis,Short Foxtail,Vascular Plant,256,Alopecurus,
11819,Yellowstone National Park,Alopecurus arundinaceus,Creeping Foxtail,Vascular Plant,259,Alopecurus,
11820,Yellowstone National Park,Alopecurus borealis,Boreal Alopecurus,Vascular Plant,230,Alopecurus,
11821,Yellowstone National Park,Alopecurus carolinianus,Carolina Foxtail,Vascular Plant,255,Alopecurus,
11822,Yellowstone National Park,Alopecurus pratensis,Field Meadow-Foxtail,Vascular Plant,270,Alopecurus,
11823,Yellowstone National Park,Alyssum alyssoides,Pale Alyssum,Vascular Plant,235,Alyssum,
11824,Yellowstone National Park,Alyssum desertorum,Desert Alyssum,Vascular Plant,262,Alyssum,
11825,Yellowstone National Park,Amaranthus albus,Pigweed,Vascular Plant,446,Amaranthus,
11826,Yellowstone National Park,Amaranthus albus,White Amaranthus,Vascular Plant,446,Amaranthus,
11827,Yellowstone National Park,Amaranthus blitoides,Mat Amaranth,Vascular Plant,228,Amaranthus,
11828,Yellowstone National Park,Amaranthus californicus,California Amaranth,Vascular Plant,274,Amaranthus,
11829,Yellowstone National Park,Amaranthus hybridus,Amaranthus,Vascular Plant,221,Amaranthus,
11830,Yellowstone National Park,Amaranthus retroflexus,Careless Weed,Vascular Plant,478,Amaranthus,
11831,Yellowstone National Park,Amaranthus retroflexus,Green Amaranthus,Vascular Plant,478,Amaranthus,
11832,Yellowstone National Park,Amaranthus spinosus,Spiny Amaranth,Vascular Plant,245,Amaranthus,
11833,Yellowstone National Park,Ambloplites rupestris,Rock Bass,Fish,220,Ambloplites,
11834,Yellowstone National Park,Amblystegium serpens,Amblystegium Moss,Nonvascular Plant,251,Amblystegium,
11835,Yellowstone National Park,Amblystegium varium,Amblystegium Moss,Nonvascular Plant,274,Amblystegium,
11836,Yellowstone National Park,Ambrosia artemisiifolia,Annual Ragweed,Vascular Plant,442,Ambrosia,
11837,Yellowstone National Park,Ambrosia artemisiifolia,Annual Ragweed,Vascular Plant,442,Ambrosia,
11838,Yellowstone National Park,Ambrosia bidentata,Lanceleaf Ragweed,Vascular Plant,254,Ambrosia,
11839,Yellowstone National Park,Ambrosia psilostachya,Cuman Ragweed,Vascular Plant,248,Ambrosia,
11840,Yellowstone National Park,Ambrosia trifida,Giant Ragweed,Vascular Plant,279,Ambrosia,
11841,Yellowstone National Park,Ambystoma maculatum,Spotted Salamander,Amphibian,233,Ambystoma,
11842,Yellowstone National Park,Ambystoma mavortium melanostictum,Blotched Tiger Salamander,Amphibian,287,Ambystoma,
11843,Yellowstone National Park,Ambystoma opacum,Marbled Salamander,Amphibian,301,Ambystoma,
11844,Yellowstone National Park,Ambystoma talpoideum,Mole Salamander,Amphibian,254,Ambystoma,
11845,Yellowstone National Park,Ameiurus melas,Black Bullhead,Fish,265,Ameiurus,
11846,Yellowstone National Park,Ameiurus natalis,Yellow Bullhead,Fish,240,Ameiurus,
11847,Yellowstone National Park,Amelanchier alnifolia var. alnifolia,Saskatoon Serviceberry,Vascular Plant,267,Amelanchier,
11848,Yellowstone National Park,Amelanchier alnifolia var. pumila,Dwarf Serviceberry,Vascular Plant,274,Amelanchier,
11849,Yellowstone National Park,Amelanchier arborea,Downy Serviceberry,Vascular Plant,240,Amelanchier,
11850,Yellowstone National Park,Amelanchier canadensis,Canadian Serviceberry,Vascular Plant,253,Amelanchier,
11851,Yellowstone National Park,Amelanchier laevis,Allegheny Serviceberry,Vascular Plant,263,Amelanchier,
11852,Yellowstone National Park,Amelanchier sanguinea,Roundleaf Shadbush,Vascular Plant,242,Amelanchier,
11853,Yellowstone National Park,Amelanchier utahensis,Utah Serviceberry,Vascular Plant,242,Amelanchier,
11854,Yellowstone National Park,Amianthium muscitoxicum,Fly Poison,Vascular Plant,270,Amianthium,
11855,Yellowstone National Park,Ammannia coccinea,Ammannia,Vascular Plant,286,Ammannia,
11856,Yellowstone National Park,Ammodramus henslowii,Henslow's Sparrow,Bird,236,Ammodramus,
11857,Yellowstone National Park,Ammodramus leconteii,Le Conte's Sparrow,Bird,213,Ammodramus,
11858,Yellowstone National Park,Ammodramus savannarum,Grasshopper Sparrow,Bird,241,Ammodramus,
11859,Yellowstone National Park,Ammoselinum butleri,Butler's Sandparsley,Vascular Plant,283,Ammoselinum,
11860,Yellowstone National Park,Amorpha fruticosa,False Indigo,Vascular Plant,258,Amorpha,
11861,Yellowstone National Park,Amorpha georgiana,Georgia Leadplant,Vascular Plant,242,Amorpha,
11862,Yellowstone National Park,Amorpha glabra,Smooth False Indigo,Vascular Plant,265,Amorpha,
11863,Yellowstone National Park,Ampelopsis arborea,Peppervine,Vascular Plant,256,Ampelopsis,
11864,Yellowstone National Park,Ampelopsis cordata,Peppervine,Vascular Plant,237,Ampelopsis,
11865,Yellowstone National Park,Amphicarpaea bracteata,American Hog-Peanut,Vascular Plant,264,Amphicarpaea,
11866,Yellowstone National Park,Amphidium mougeotii,Mougeot's Amphidium Moss,Nonvascular Plant,255,Amphidium,
11867,Yellowstone National Park,Amphispiza bilineata,Black-Throated Sparrow,Bird,239,Amphispiza,
11868,Yellowstone National Park,Amsinckia lycopsoides,Bugloss Fiddleneck,Vascular Plant,208,Amsinckia,
11869,Yellowstone National Park,Amsinckia menziesii,Menzies' Fiddleneck,Vascular Plant,221,Amsinckia,
11870,Yellowstone National Park,Amsinckia menziesii var. intermedia,Coast Buckthorn,Vascular Plant,284,Amsinckia,
11871,Yellowstone National Park,Amsinckia menziesii var. menziesii,Menzies' Fiddleneck,Vascular Plant,277,Amsinckia,
11872,Yellowstone National Park,Amsonia tabernaemontana var. tabernaemontana,Eastern Bluestar,Vascular Plant,282,Amsonia,
11873,Yellowstone National Park,Anacamptodon splachnoides,Anacamptodon Moss,Nonvascular Plant,259,Anacamptodon,
11874,Yellowstone National Park,Anagallis arvensis,Pimpernel,Vascular Plant,490,Anagallis,
11875,Yellowstone National Park,Anagallis arvensis,Scarlet Pimpernel,Vascular Plant,490,Anagallis,
11876,Yellowstone National Park,Anagallis minima,Chaffweed,Vascular Plant,253,Anagallis,
11877,Yellowstone National Park,Anaphalis margaritacea,Common Pearlyeverlasting,Vascular Plant,247,Anaphalis,
11878,Yellowstone National Park,Anas acuta,Northern Pintail,Bird,248,Anas,
11879,Yellowstone National Park,Anas americana,American Wigeon,Bird,224,Anas,
11880,Yellowstone National Park,Anas clypeata,Northern Shoveler,Bird,269,Anas,
11881,Yellowstone National Park,Anas crecca,Green-Winged Teal,Bird,269,Anas,
11882,Yellowstone National Park,Anas cyanoptera,Cinnamon Teal,Bird,244,Anas,
11883,Yellowstone National Park,Anas discors,Blue-Winged Teal,Bird,260,Anas,
11884,Yellowstone National Park,Anas penelope,Eurasian Wigeon,Bird,257,Anas,
11885,Yellowstone National Park,Anas platyrhynchos,Mallard,Bird,253,Anas,
11886,Yellowstone National Park,Anas rubripes,American Black Duck,Bird,273,Anas,
11887,Yellowstone National Park,Anas strepera,Gadwall,Bird,198,Anas,
11888,Yellowstone National Park,Anastrophyllum helleranum,Heller's Anastrophyllum,Nonvascular Plant,233,Anastrophyllum,
11889,Yellowstone National Park,Anastrophyllum michauxii,Michaux's Anastrophyllum,Nonvascular Plant,219,Anastrophyllum,
11890,Yellowstone National Park,Anastrophyllum minutum,Anastrophyllum,Nonvascular Plant,211,Anastrophyllum,
11891,Yellowstone National Park,Anastrophyllum saxicola,Anastrophyllum,Nonvascular Plant,259,Anastrophyllum,
11892,Yellowstone National Park,Anaxyrus boreas boreas,Boreal Toad,Amphibian,257,Anaxyrus,
11893,Yellowstone National Park,Anaxyrus boreas halophilus,California Toad (Western Toad),Amphibian,258,Anaxyrus,
11894,Yellowstone National Park,Anaxyrus canorus,Yosemite Toad,Amphibian,114,Anaxyrus,
11895,Yellowstone National Park,Andreaea rothii,Roth's Andreaea Moss,Nonvascular Plant,276,Andreaea,
11896,Yellowstone National Park,Andreaea rupestris,Andreaea Moss,Nonvascular Plant,243,Andreaea,
11897,Yellowstone National Park,Andropogon gerardii,Big Bluestem,Vascular Plant,271,Andropogon,
11898,Yellowstone National Park,Andropogon glomeratus,Bushy Bluestem,Vascular Plant,264,Andropogon,
11899,Yellowstone National Park,Andropogon gyrans var. gyrans,Elliott Bluestem,Vascular Plant,245,Andropogon,
11900,Yellowstone National Park,Andropogon ternarius,Silver Bluestem,Vascular Plant,217,Andropogon,
11901,Yellowstone National Park,Andropogon virginicus,Broom-Sedge,Vascular Plant,224,Andropogon,
11902,Yellowstone National Park,Andropogon virginicus var. virginicus,Broomsedge,Vascular Plant,231,Andropogon,
11903,Yellowstone National Park,Androsace filiformis,Filiform Rockjasmine,Vascular Plant,265,Androsace,
11904,Yellowstone National Park,Androsace occidentalis,Western Rockjasmine,Vascular Plant,248,Androsace,
11905,Yellowstone National Park,Androsace septentrionalis ssp. subumbellata,Pygmyflower Rockjasmine,Vascular Plant,266,Androsace,
11906,Yellowstone National Park,Aneides lugubris,Arboreal Salamander,Amphibian,271,Aneides,
11907,Yellowstone National Park,Anelsonia eurycarpa,Broad Pod Anelsonia,Vascular Plant,268,Anelsonia,
11908,Yellowstone National Park,Anemone drummondii,Drummond's Anemone,Vascular Plant,257,Anemone,
11909,Yellowstone National Park,Anemone lancifolia,Lance-Leaved Wood Anemone,Vascular Plant,273,Anemone,
11910,Yellowstone National Park,Anemone occidentalis,White Pasqueflower,Vascular Plant,264,Anemone,
11911,Yellowstone National Park,Anemone parviflora,Smallflowered Anemone,Vascular Plant,259,Anemone,
11912,Yellowstone National Park,Anemone patens var. multifida,Cutleaf Anemone,Vascular Plant,222,Anemone,
11913,Yellowstone National Park,Anemone quinquefolia,Wood Anemone,Vascular Plant,237,Anemone,
11914,Yellowstone National Park,Anemone tetonensis,Teton Anemone,Vascular Plant,239,Anemone,
11915,Yellowstone National Park,Anemone virginiana,Thimbleweed,Vascular Plant,221,Anemone,
11916,Yellowstone National Park,Aneura pinguis,Aneura,Nonvascular Plant,251,Aneura,
11917,Yellowstone National Park,Angelica arguta,Angelica,Vascular Plant,253,Angelica,
11918,Yellowstone National Park,Angelica atropurpurea,Purplestem Angelica,Vascular Plant,278,Angelica,
11919,Yellowstone National Park,Angelica breweri,Brewer's Angelica,Vascular Plant,243,Angelica,
11920,Yellowstone National Park,Angelica lineariloba,Poison Angelica,Vascular Plant,284,Angelica,
